,NAICS,Tax Type,Total Taxable,Units,Year,location_name,location_id,naicstyp
24,11,Sales,"$21,874",12,2009 Annual ,Snohomish PTBA/span>,3131,2
25,21,Sales,"$210,091",9,2009 Annual ,Snohomish PTBA/span>,3131,2
26,22,Sales,"$51,953",7,2009 Annual ,Snohomish PTBA/span>,3131,2
27,23,Sales,"$62,995,313","1,038",2009 Annual ,Snohomish PTBA/span>,3131,2
28,31,Sales,"$137,436",61,2009 Annual ,Snohomish PTBA/span>,3131,2
29,32,Sales,"$1,753,790",101,2009 Annual ,Snohomish PTBA/span>,3131,2
30,33,Sales,"$1,285,766",117,2009 Annual ,Snohomish PTBA/span>,3131,2
31,42,Sales,"$11,837,108",505,2009 Annual ,Snohomish PTBA/span>,3131,2
32,44,Sales,"$78,023,049",598,2009 Annual ,Snohomish PTBA/span>,3131,2
33,45,Sales,"$51,127,755",540,2009 Annual ,Snohomish PTBA/span>,3131,2
34,48,Sales,"$1,480,895",30,2009 Annual ,Snohomish PTBA/span>,3131,2
35,49,Sales,"$42,286",3,2009 Annual ,Snohomish PTBA/span>,3131,2
36,51,Sales,"$20,478,553",154,2009 Annual ,Snohomish PTBA/span>,3131,2
37,52,Sales,"$844,525",31,2009 Annual ,Snohomish PTBA/span>,3131,2
38,53,Sales,"$3,395,689",133,2009 Annual ,Snohomish PTBA/span>,3131,2
39,54,Sales,"$1,735,005",158,2009 Annual ,Snohomish PTBA/span>,3131,2
40,55,Sales,D,D,2009 Annual ,Snohomish PTBA/span>,3131,2
41,56,Sales,"$6,640,133",272,2009 Annual ,Snohomish PTBA/span>,3131,2
42,61,Sales,"$116,781",28,2009 Annual ,Snohomish PTBA/span>,3131,2
43,62,Sales,"$85,381",25,2009 Annual ,Snohomish PTBA/span>,3131,2
44,71,Sales,"$2,759,359",34,2009 Annual ,Snohomish PTBA/span>,3131,2
45,72,Sales,"$22,972,299",172,2009 Annual ,Snohomish PTBA/span>,3131,2
46,81,Sales,"$7,226,708",258,2009 Annual ,Snohomish PTBA/span>,3131,2
47,92,Sales,"$39,287",6,2009 Annual ,Snohomish PTBA/span>,3131,2
48,11,Sales,"$155,202",29,2008 Quarter 4,Snohomish PTBA/span>,3131,2
49,21,Sales,"$384,213",8,2008 Quarter 4,Snohomish PTBA/span>,3131,2
50,22,Sales,"$159,507",5,2008 Quarter 4,Snohomish PTBA/span>,3131,2
51,23,Sales,"$79,291,623","1,117",2008 Quarter 4,Snohomish PTBA/span>,3131,2
52,31,Sales,"$243,447",78,2008 Quarter 4,Snohomish PTBA/span>,3131,2
53,32,Sales,"$1,892,895",102,2008 Quarter 4,Snohomish PTBA/span>,3131,2
54,33,Sales,"$1,088,788",142,2008 Quarter 4,Snohomish PTBA/span>,3131,2
55,42,Sales,"$14,359,716",565,2008 Quarter 4,Snohomish PTBA/span>,3131,2
56,44,Sales,"$99,173,421",675,2008 Quarter 4,Snohomish PTBA/span>,3131,2
57,45,Sales,"$65,246,139",764,2008 Quarter 4,Snohomish PTBA/span>,3131,2
58,48,Sales,"$1,636,341",36,2008 Quarter 4,Snohomish PTBA/span>,3131,2
59,49,Sales,"$44,754",4,2008 Quarter 4,Snohomish PTBA/span>,3131,2
60,51,Sales,"$20,505,115",182,2008 Quarter 4,Snohomish PTBA/span>,3131,2
61,52,Sales,"$798,499",41,2008 Quarter 4,Snohomish PTBA/span>,3131,2
62,53,Sales,"$4,618,749",151,2008 Quarter 4,Snohomish PTBA/span>,3131,2
63,54,Sales,"$3,214,471",252,2008 Quarter 4,Snohomish PTBA/span>,3131,2
64,55,Sales,D,D,2008 Quarter 4,Snohomish PTBA/span>,3131,2
65,56,Sales,"$5,226,531",340,2008 Quarter 4,Snohomish PTBA/span>,3131,2
66,61,Sales,"$215,256",29,2008 Quarter 4,Snohomish PTBA/span>,3131,2
67,62,Sales,"$124,239",29,2008 Quarter 4,Snohomish PTBA/span>,3131,2
68,71,Sales,"$2,725,779",59,2008 Quarter 4,Snohomish PTBA/span>,3131,2
69,72,Sales,"$23,885,306",190,2008 Quarter 4,Snohomish PTBA/span>,3131,2
70,81,Sales,"$6,923,508",319,2008 Quarter 4,Snohomish PTBA/span>,3131,2
71,92,Sales,"$82,856",4,2008 Quarter 4,Snohomish PTBA/span>,3131,2
72,11,Sales,"$111,678",17,2008 Quarter 3,Snohomish PTBA/span>,3131,2
73,21,Sales,"$924,326",10,2008 Quarter 3,Snohomish PTBA/span>,3131,2
74,22,Sales,"$218,168",8,2008 Quarter 3,Snohomish PTBA/span>,3131,2
75,23,Sales,"$89,428,176","1,143",2008 Quarter 3,Snohomish PTBA/span>,3131,2
76,31,Sales,"$408,244",48,2008 Quarter 3,Snohomish PTBA/span>,3131,2
77,32,Sales,"$3,477,410",102,2008 Quarter 3,Snohomish PTBA/span>,3131,2
78,33,Sales,"$1,960,848",131,2008 Quarter 3,Snohomish PTBA/span>,3131,2
79,42,Sales,"$15,756,712",493,2008 Quarter 3,Snohomish PTBA/span>,3131,2
80,44,Sales,"$122,937,989",624,2008 Quarter 3,Snohomish PTBA/span>,3131,2
81,45,Sales,"$61,652,264",520,2008 Quarter 3,Snohomish PTBA/span>,3131,2
82,48,Sales,"$1,703,966",34,2008 Quarter 3,Snohomish PTBA/span>,3131,2
83,49,Sales,"$48,046",3,2008 Quarter 3,Snohomish PTBA/span>,3131,2
84,51,Sales,"$21,951,321",157,2008 Quarter 3,Snohomish PTBA/span>,3131,2
85,52,Sales,"$874,888",42,2008 Quarter 3,Snohomish PTBA/span>,3131,2
86,53,Sales,"$6,933,601",134,2008 Quarter 3,Snohomish PTBA/span>,3131,2
87,54,Sales,"$3,383,293",177,2008 Quarter 3,Snohomish PTBA/span>,3131,2
88,55,Sales,D,D,2008 Quarter 3,Snohomish PTBA/span>,3131,2
89,56,Sales,"$5,580,029",320,2008 Quarter 3,Snohomish PTBA/span>,3131,2
90,61,Sales,"$316,437",19,2008 Quarter 3,Snohomish PTBA/span>,3131,2
91,62,Sales,"$261,741",21,2008 Quarter 3,Snohomish PTBA/span>,3131,2
92,71,Sales,"$3,333,205",39,2008 Quarter 3,Snohomish PTBA/span>,3131,2
93,72,Sales,"$29,044,130",179,2008 Quarter 3,Snohomish PTBA/span>,3131,2
94,81,Sales,"$7,407,229",250,2008 Quarter 3,Snohomish PTBA/span>,3131,2
95,92,Sales,"$422,175",4,2008 Quarter 3,Snohomish PTBA/span>,3131,2
96,11,Sales,"$173,847",13,2008 Quarter 2,Snohomish PTBA/span>,3131,2
97,21,Sales,"$1,456,351",6,2008 Quarter 2,Snohomish PTBA/span>,3131,2
98,22,Sales,"$207,442",7,2008 Quarter 2,Snohomish PTBA/span>,3131,2
99,23,Sales,"$79,993,733","1,147",2008 Quarter 2,Snohomish PTBA/span>,3131,2
100,31,Sales,"$231,494",20,2008 Quarter 2,Snohomish PTBA/span>,3131,2
101,32,Sales,"$4,858,842",48,2008 Quarter 2,Snohomish PTBA/span>,3131,2
102,33,Sales,"$1,992,842",70,2008 Quarter 2,Snohomish PTBA/span>,3131,2
103,42,Sales,"$14,466,387",279,2008 Quarter 2,Snohomish PTBA/span>,3131,2
104,44,Sales,"$117,877,589",384,2008 Quarter 2,Snohomish PTBA/span>,3131,2
105,45,Sales,"$55,592,273",323,2008 Quarter 2,Snohomish PTBA/span>,3131,2
106,48,Sales,"$1,963,590",26,2008 Quarter 2,Snohomish PTBA/span>,3131,2
107,49,Sales,D,D,2008 Quarter 2,Snohomish PTBA/span>,3131,2
108,51,Sales,"$23,466,532",139,2008 Quarter 2,Snohomish PTBA/span>,3131,2
109,52,Sales,"$1,032,724",38,2008 Quarter 2,Snohomish PTBA/span>,3131,2
110,53,Sales,"$5,548,999",115,2008 Quarter 2,Snohomish PTBA/span>,3131,2
111,54,Sales,"$3,909,256",131,2008 Quarter 2,Snohomish PTBA/span>,3131,2
112,55,Sales,D,D,2008 Quarter 2,Snohomish PTBA/span>,3131,2
113,56,Sales,"$6,219,262",286,2008 Quarter 2,Snohomish PTBA/span>,3131,2
114,61,Sales,"$204,657",12,2008 Quarter 2,Snohomish PTBA/span>,3131,2
115,62,Sales,"$249,562",18,2008 Quarter 2,Snohomish PTBA/span>,3131,2
116,71,Sales,"$3,296,929",39,2008 Quarter 2,Snohomish PTBA/span>,3131,2
117,72,Sales,"$27,484,409",163,2008 Quarter 2,Snohomish PTBA/span>,3131,2
118,81,Sales,"$7,479,119",220,2008 Quarter 2,Snohomish PTBA/span>,3131,2
119,92,Sales,D,D,2008 Quarter 2,Snohomish PTBA/span>,3131,2
120,11,Sales,"$67,242",9,2008 Quarter 1,Snohomish PTBA/span>,3131,2
121,21,Sales,"$480,636",6,2008 Quarter 1,Snohomish PTBA/span>,3131,2
122,22,Sales,"$83,779",6,2008 Quarter 1,Snohomish PTBA/span>,3131,2
123,23,Sales,"$70,909,210","1,061",2008 Quarter 1,Snohomish PTBA/span>,3131,2
124,31,Sales,"$206,433",26,2008 Quarter 1,Snohomish PTBA/span>,3131,2
125,32,Sales,"$4,198,963",46,2008 Quarter 1,Snohomish PTBA/span>,3131,2
126,33,Sales,"$1,034,745",61,2008 Quarter 1,Snohomish PTBA/span>,3131,2
127,42,Sales,"$14,505,546",268,2008 Quarter 1,Snohomish PTBA/span>,3131,2
128,44,Sales,"$100,736,721",351,2008 Quarter 1,Snohomish PTBA/span>,3131,2
129,45,Sales,"$55,311,432",303,2008 Quarter 1,Snohomish PTBA/span>,3131,2
130,48,Sales,"$1,705,962",23,2008 Quarter 1,Snohomish PTBA/span>,3131,2
131,49,Sales,D,D,2008 Quarter 1,Snohomish PTBA/span>,3131,2
132,51,Sales,"$20,908,212",138,2008 Quarter 1,Snohomish PTBA/span>,3131,2
133,52,Sales,"$862,305",31,2008 Quarter 1,Snohomish PTBA/span>,3131,2
134,53,Sales,"$5,134,940",102,2008 Quarter 1,Snohomish PTBA/span>,3131,2
135,54,Sales,"$3,179,068",116,2008 Quarter 1,Snohomish PTBA/span>,3131,2
136,55,Sales,D,D,2008 Quarter 1,Snohomish PTBA/span>,3131,2
137,56,Sales,"$4,284,579",261,2008 Quarter 1,Snohomish PTBA/span>,3131,2
138,61,Sales,"$132,789",11,2008 Quarter 1,Snohomish PTBA/span>,3131,2
139,62,Sales,"$208,198",13,2008 Quarter 1,Snohomish PTBA/span>,3131,2
140,71,Sales,"$2,899,571",32,2008 Quarter 1,Snohomish PTBA/span>,3131,2
141,72,Sales,"$24,855,478",164,2008 Quarter 1,Snohomish PTBA/span>,3131,2
142,81,Sales,"$7,715,148",223,2008 Quarter 1,Snohomish PTBA/span>,3131,2
143,92,Sales,D,D,2008 Quarter 1,Snohomish PTBA/span>,3131,2
144,11,Sales,"$507,969",34,2008 Annual ,Snohomish PTBA/span>,3131,2
145,21,Sales,"$3,241,219",10,2008 Annual ,Snohomish PTBA/span>,3131,2
146,22,Sales,"$668,896",8,2008 Annual ,Snohomish PTBA/span>,3131,2
147,23,Sales,"$319,625,997","1,982",2008 Annual ,Snohomish PTBA/span>,3131,2
148,31,Sales,"$1,084,785",95,2008 Annual ,Snohomish PTBA/span>,3131,2
149,32,Sales,"$14,279,152",139,2008 Annual ,Snohomish PTBA/span>,3131,2
150,33,Sales,"$6,091,238",211,2008 Annual ,Snohomish PTBA/span>,3131,2
151,42,Sales,"$58,612,009",792,2008 Annual ,Snohomish PTBA/span>,3131,2
152,44,Sales,"$441,303,024",889,2008 Annual ,Snohomish PTBA/span>,3131,2
153,45,Sales,"$236,166,687",951,2008 Annual ,Snohomish PTBA/span>,3131,2
154,48,Sales,"$7,009,859",50,2008 Annual ,Snohomish PTBA/span>,3131,2
155,49,Sales,"$170,465",4,2008 Annual ,Snohomish PTBA/span>,3131,2
156,51,Sales,"$87,804,888",230,2008 Annual ,Snohomish PTBA/span>,3131,2
157,52,Sales,"$3,568,416",54,2008 Annual ,Snohomish PTBA/span>,3131,2
158,53,Sales,"$22,759,992",193,2008 Annual ,Snohomish PTBA/span>,3131,2
159,54,Sales,"$13,711,906",357,2008 Annual ,Snohomish PTBA/span>,3131,2
160,55,Sales,"$259,474",3,2008 Annual ,Snohomish PTBA/span>,3131,2
161,56,Sales,"$21,106,904",491,2008 Annual ,Snohomish PTBA/span>,3131,2
162,61,Sales,"$869,139",37,2008 Annual ,Snohomish PTBA/span>,3131,2
163,62,Sales,"$842,165",37,2008 Annual ,Snohomish PTBA/span>,3131,2
164,71,Sales,"$12,255,100",68,2008 Annual ,Snohomish PTBA/span>,3131,2
165,72,Sales,"$105,269,323",233,2008 Annual ,Snohomish PTBA/span>,3131,2
166,81,Sales,"$29,626,753",419,2008 Annual ,Snohomish PTBA/span>,3131,2
167,92,Sales,"$735,693",4,2008 Annual ,Snohomish PTBA/span>,3131,2
168,11,Sales,"$315,172",23,2007 Quarter 4,Snohomish PTBA/span>,3131,2
169,21,Sales,"$1,305,505",6,2007 Quarter 4,Snohomish PTBA/span>,3131,2
170,22,Sales,"$113,706",6,2007 Quarter 4,Snohomish PTBA/span>,3131,2
171,23,Sales,"$75,210,129","1,079",2007 Quarter 4,Snohomish PTBA/span>,3131,2
172,31,Sales,"$241,293",25,2007 Quarter 4,Snohomish PTBA/span>,3131,2
173,32,Sales,"$6,931,930",53,2007 Quarter 4,Snohomish PTBA/span>,3131,2
174,33,Sales,"$1,090,633",77,2007 Quarter 4,Snohomish PTBA/span>,3131,2
175,42,Sales,"$14,092,866",272,2007 Quarter 4,Snohomish PTBA/span>,3131,2
176,44,Sales,"$117,210,582",389,2007 Quarter 4,Snohomish PTBA/span>,3131,2
177,45,Sales,"$71,605,628",409,2007 Quarter 4,Snohomish PTBA/span>,3131,2
178,48,Sales,"$1,506,672",29,2007 Quarter 4,Snohomish PTBA/span>,3131,2
179,49,Sales,D,D,2007 Quarter 4,Snohomish PTBA/span>,3131,2
180,51,Sales,"$18,772,287",150,2007 Quarter 4,Snohomish PTBA/span>,3131,2
181,52,Sales,"$847,138",26,2007 Quarter 4,Snohomish PTBA/span>,3131,2
182,53,Sales,"$5,577,030",102,2007 Quarter 4,Snohomish PTBA/span>,3131,2
183,54,Sales,"$3,051,846",154,2007 Quarter 4,Snohomish PTBA/span>,3131,2
184,55,Sales,D,D,2007 Quarter 4,Snohomish PTBA/span>,3131,2
185,56,Sales,"$5,483,632",299,2007 Quarter 4,Snohomish PTBA/span>,3131,2
186,61,Sales,"$210,246",17,2007 Quarter 4,Snohomish PTBA/span>,3131,2
187,62,Sales,"$183,979",15,2007 Quarter 4,Snohomish PTBA/span>,3131,2
188,71,Sales,"$3,054,336",46,2007 Quarter 4,Snohomish PTBA/span>,3131,2
189,72,Sales,"$25,316,389",163,2007 Quarter 4,Snohomish PTBA/span>,3131,2
190,81,Sales,"$7,828,278",267,2007 Quarter 4,Snohomish PTBA/span>,3131,2
191,92,Sales,"$342,810",3,2007 Quarter 4,Snohomish PTBA/span>,3131,2
192,11,Sales,"$197,424",12,2007 Quarter 3,Snohomish PTBA/span>,3131,2
193,21,Sales,"$1,607,572",6,2007 Quarter 3,Snohomish PTBA/span>,3131,2
194,22,Sales,"$136,144",6,2007 Quarter 3,Snohomish PTBA/span>,3131,2
195,23,Sales,"$101,211,003","1,090",2007 Quarter 3,Snohomish PTBA/span>,3131,2
196,31,Sales,"$188,076",22,2007 Quarter 3,Snohomish PTBA/span>,3131,2
197,32,Sales,"$9,397,151",44,2007 Quarter 3,Snohomish PTBA/span>,3131,2
198,33,Sales,"$1,182,422",54,2007 Quarter 3,Snohomish PTBA/span>,3131,2
199,42,Sales,"$13,370,741",240,2007 Quarter 3,Snohomish PTBA/span>,3131,2
200,44,Sales,"$138,072,895",348,2007 Quarter 3,Snohomish PTBA/span>,3131,2
201,45,Sales,"$62,409,543",282,2007 Quarter 3,Snohomish PTBA/span>,3131,2
202,48,Sales,"$1,582,886",19,2007 Quarter 3,Snohomish PTBA/span>,3131,2
203,49,Sales,D,D,2007 Quarter 3,Snohomish PTBA/span>,3131,2
204,51,Sales,"$18,474,455",137,2007 Quarter 3,Snohomish PTBA/span>,3131,2
205,52,Sales,"$629,443",25,2007 Quarter 3,Snohomish PTBA/span>,3131,2
206,53,Sales,"$6,335,665",92,2007 Quarter 3,Snohomish PTBA/span>,3131,2
207,54,Sales,"$2,814,141",103,2007 Quarter 3,Snohomish PTBA/span>,3131,2
208,55,Sales,D,D,2007 Quarter 3,Snohomish PTBA/span>,3131,2
209,56,Sales,"$5,375,653",258,2007 Quarter 3,Snohomish PTBA/span>,3131,2
210,61,Sales,"$263,442",11,2007 Quarter 3,Snohomish PTBA/span>,3131,2
211,62,Sales,"$192,043",16,2007 Quarter 3,Snohomish PTBA/span>,3131,2
212,71,Sales,"$3,521,361",29,2007 Quarter 3,Snohomish PTBA/span>,3131,2
213,72,Sales,"$29,747,711",160,2007 Quarter 3,Snohomish PTBA/span>,3131,2
214,81,Sales,"$7,840,190",211,2007 Quarter 3,Snohomish PTBA/span>,3131,2
215,92,Sales,"$295,491",3,2007 Quarter 3,Snohomish PTBA/span>,3131,2
216,11,Sales,"$210,598",9,2007 Quarter 2,Snohomish PTBA/span>,3131,2
217,21,Sales,"$1,395,834",6,2007 Quarter 2,Snohomish PTBA/span>,3131,2
218,22,Sales,"$209,298",8,2007 Quarter 2,Snohomish PTBA/span>,3131,2
219,23,Sales,"$77,439,117","1,045",2007 Quarter 2,Snohomish PTBA/span>,3131,2
220,31,Sales,"$148,259",19,2007 Quarter 2,Snohomish PTBA/span>,3131,2
221,32,Sales,"$9,449,902",45,2007 Quarter 2,Snohomish PTBA/span>,3131,2
222,33,Sales,"$934,738",60,2007 Quarter 2,Snohomish PTBA/span>,3131,2
223,42,Sales,"$16,513,412",264,2007 Quarter 2,Snohomish PTBA/span>,3131,2
224,44,Sales,"$131,882,127",337,2007 Quarter 2,Snohomish PTBA/span>,3131,2
225,45,Sales,"$58,535,118",302,2007 Quarter 2,Snohomish PTBA/span>,3131,2
226,48,Sales,"$1,501,253",22,2007 Quarter 2,Snohomish PTBA/span>,3131,2
227,49,Sales,"$47,875",3,2007 Quarter 2,Snohomish PTBA/span>,3131,2
228,51,Sales,"$19,088,175",137,2007 Quarter 2,Snohomish PTBA/span>,3131,2
229,52,Sales,"$470,415",25,2007 Quarter 2,Snohomish PTBA/span>,3131,2
230,53,Sales,"$6,273,403",85,2007 Quarter 2,Snohomish PTBA/span>,3131,2
231,54,Sales,"$2,051,730",105,2007 Quarter 2,Snohomish PTBA/span>,3131,2
232,55,Sales,D,D,2007 Quarter 2,Snohomish PTBA/span>,3131,2
233,56,Sales,"$5,026,020",257,2007 Quarter 2,Snohomish PTBA/span>,3131,2
234,61,Sales,"$226,217",13,2007 Quarter 2,Snohomish PTBA/span>,3131,2
235,62,Sales,"$182,571",19,2007 Quarter 2,Snohomish PTBA/span>,3131,2
236,71,Sales,"$3,407,778",27,2007 Quarter 2,Snohomish PTBA/span>,3131,2
237,72,Sales,"$25,845,820",156,2007 Quarter 2,Snohomish PTBA/span>,3131,2
238,81,Sales,"$8,302,231",222,2007 Quarter 2,Snohomish PTBA/span>,3131,2
239,92,Sales,"$122,553",3,2007 Quarter 2,Snohomish PTBA/span>,3131,2
240,11,Sales,"$61,382",10,2007 Quarter 1,Snohomish PTBA/span>,3131,2
241,21,Sales,"$611,058",7,2007 Quarter 1,Snohomish PTBA/span>,3131,2
242,22,Sales,"$173,783",6,2007 Quarter 1,Snohomish PTBA/span>,3131,2
243,23,Sales,"$76,937,398",990,2007 Quarter 1,Snohomish PTBA/span>,3131,2
244,31,Sales,"$97,679",18,2007 Quarter 1,Snohomish PTBA/span>,3131,2
245,32,Sales,"$6,987,951",38,2007 Quarter 1,Snohomish PTBA/span>,3131,2
246,33,Sales,"$1,160,201",56,2007 Quarter 1,Snohomish PTBA/span>,3131,2
247,42,Sales,"$10,004,977",268,2007 Quarter 1,Snohomish PTBA/span>,3131,2
248,44,Sales,"$123,319,977",355,2007 Quarter 1,Snohomish PTBA/span>,3131,2
249,45,Sales,"$57,145,490",295,2007 Quarter 1,Snohomish PTBA/span>,3131,2
250,48,Sales,"$1,375,338",22,2007 Quarter 1,Snohomish PTBA/span>,3131,2
251,49,Sales,"$27,670",3,2007 Quarter 1,Snohomish PTBA/span>,3131,2
252,51,Sales,"$19,264,321",137,2007 Quarter 1,Snohomish PTBA/span>,3131,2
253,52,Sales,"$441,561",26,2007 Quarter 1,Snohomish PTBA/span>,3131,2
254,53,Sales,"$4,773,070",83,2007 Quarter 1,Snohomish PTBA/span>,3131,2
255,54,Sales,"$1,734,017",108,2007 Quarter 1,Snohomish PTBA/span>,3131,2
256,55,Sales,D,D,2007 Quarter 1,Snohomish PTBA/span>,3131,2
257,56,Sales,"$4,285,508",229,2007 Quarter 1,Snohomish PTBA/span>,3131,2
258,61,Sales,"$201,052",13,2007 Quarter 1,Snohomish PTBA/span>,3131,2
259,62,Sales,"$184,424",17,2007 Quarter 1,Snohomish PTBA/span>,3131,2
260,71,Sales,"$2,547,834",27,2007 Quarter 1,Snohomish PTBA/span>,3131,2
261,72,Sales,"$26,244,574",162,2007 Quarter 1,Snohomish PTBA/span>,3131,2
262,81,Sales,"$8,638,739",217,2007 Quarter 1,Snohomish PTBA/span>,3131,2
263,92,Sales,"$130,355",4,2007 Quarter 1,Snohomish PTBA/span>,3131,2
264,11,Sales,"$784,576",27,2007 Annual ,Snohomish PTBA/span>,3131,2
265,21,Sales,"$4,919,969",7,2007 Annual ,Snohomish PTBA/span>,3131,2
266,22,Sales,"$632,931",9,2007 Annual ,Snohomish PTBA/span>,3131,2
267,23,Sales,"$331,823,484","1,822",2007 Annual ,Snohomish PTBA/span>,3131,2
268,31,Sales,"$675,307",35,2007 Annual ,Snohomish PTBA/span>,3131,2
269,32,Sales,"$32,766,945",66,2007 Annual ,Snohomish PTBA/span>,3131,2
270,33,Sales,"$4,332,070",119,2007 Annual ,Snohomish PTBA/span>,3131,2
271,42,Sales,"$53,996,512",452,2007 Annual ,Snohomish PTBA/span>,3131,2
272,44,Sales,"$510,524,112",521,2007 Annual ,Snohomish PTBA/span>,3131,2
273,45,Sales,"$249,315,627",571,2007 Annual ,Snohomish PTBA/span>,3131,2
274,48,Sales,"$5,966,149",37,2007 Annual ,Snohomish PTBA/span>,3131,2
275,49,Sales,"$144,318",3,2007 Annual ,Snohomish PTBA/span>,3131,2
276,51,Sales,"$75,098,484",179,2007 Annual ,Snohomish PTBA/span>,3131,2
277,52,Sales,"$2,388,557",34,2007 Annual ,Snohomish PTBA/span>,3131,2
278,53,Sales,"$22,899,137",126,2007 Annual ,Snohomish PTBA/span>,3131,2
279,54,Sales,"$9,103,761",219,2007 Annual ,Snohomish PTBA/span>,3131,2
280,55,Sales,D,D,2007 Annual ,Snohomish PTBA/span>,3131,2
281,56,Sales,"$20,157,485",412,2007 Annual ,Snohomish PTBA/span>,3131,2
282,61,Sales,"$900,957",24,2007 Annual ,Snohomish PTBA/span>,3131,2
283,62,Sales,"$743,934",24,2007 Annual ,Snohomish PTBA/span>,3131,2
284,71,Sales,"$12,900,551",50,2007 Annual ,Snohomish PTBA/span>,3131,2
285,72,Sales,"$107,230,466",216,2007 Annual ,Snohomish PTBA/span>,3131,2
286,81,Sales,"$32,617,431",356,2007 Annual ,Snohomish PTBA/span>,3131,2
287,92,Sales,"$891,209",4,2007 Annual ,Snohomish PTBA/span>,3131,2
288,11,Sales,"$438,889",34,2006 Quarter 4,Snohomish PTBA/span>,3131,2
289,21,Sales,"$727,146",5,2006 Quarter 4,Snohomish PTBA/span>,3131,2
290,22,Sales,"$32,363",5,2006 Quarter 4,Snohomish PTBA/span>,3131,2
291,23,Sales,"$79,681,627","1,017",2006 Quarter 4,Snohomish PTBA/span>,3131,2
292,31,Sales,"$164,380",27,2006 Quarter 4,Snohomish PTBA/span>,3131,2
293,32,Sales,"$7,444,924",46,2006 Quarter 4,Snohomish PTBA/span>,3131,2
294,33,Sales,"$1,058,445",83,2006 Quarter 4,Snohomish PTBA/span>,3131,2
295,42,Sales,"$10,170,744",249,2006 Quarter 4,Snohomish PTBA/span>,3131,2
296,44,Sales,"$126,301,310",395,2006 Quarter 4,Snohomish PTBA/span>,3131,2
297,45,Sales,"$78,104,357",428,2006 Quarter 4,Snohomish PTBA/span>,3131,2
298,48,Sales,"$1,229,583",24,2006 Quarter 4,Snohomish PTBA/span>,3131,2
299,49,Sales,D,D,2006 Quarter 4,Snohomish PTBA/span>,3131,2
300,51,Sales,"$19,257,666",153,2006 Quarter 4,Snohomish PTBA/span>,3131,2
301,52,Sales,"$499,795",31,2006 Quarter 4,Snohomish PTBA/span>,3131,2
302,53,Sales,"$4,768,248",101,2006 Quarter 4,Snohomish PTBA/span>,3131,2
303,54,Sales,"$2,685,777",137,2006 Quarter 4,Snohomish PTBA/span>,3131,2
304,55,Sales,D,D,2006 Quarter 4,Snohomish PTBA/span>,3131,2
305,56,Sales,"$4,344,121",263,2006 Quarter 4,Snohomish PTBA/span>,3131,2
306,61,Sales,"$213,957",16,2006 Quarter 4,Snohomish PTBA/span>,3131,2
307,62,Sales,"$192,787",19,2006 Quarter 4,Snohomish PTBA/span>,3131,2
308,71,Sales,"$2,355,870",42,2006 Quarter 4,Snohomish PTBA/span>,3131,2
309,72,Sales,"$25,963,007",166,2006 Quarter 4,Snohomish PTBA/span>,3131,2
310,81,Sales,"$8,077,998",280,2006 Quarter 4,Snohomish PTBA/span>,3131,2
311,92,Sales,"$110,072",4,2006 Quarter 4,Snohomish PTBA/span>,3131,2
