county_name,short_names,naics,date,sales,units
Adams County,Admin Support,56,2005-01-01,1777227,200
Adams County,Admin Support,56,2006-01-01,2365411,210
Adams County,Admin Support,56,2007-01-01,1977862,222
Adams County,Admin Support,56,2008-01-01,2391963,274
Adams County,Admin Support,56,2009-01-01,3119619,276
Adams County,Admin Support,56,2010-01-01,2234946,313
Adams County,Admin Support,56,2011-01-01,2358739,330
Adams County,Admin Support,56,2012-01-01,2379413,331
Adams County,Admin Support,56,2013-01-01,2675695,338
Adams County,Admin Support,56,2014-01-01,2498456,356
Adams County,Admin Support,56,2015-01-01,3601210,360
Adams County,Admin Support,56,2016-01-01,3960475,376
Adams County,Ag. and Forestry,11,2005-01-01,420815,16
Adams County,Ag. and Forestry,11,2006-01-01,496007,13
Adams County,Ag. and Forestry,11,2007-01-01,564722,11
Adams County,Ag. and Forestry,11,2008-01-01,826645,21
Adams County,Ag. and Forestry,11,2009-01-01,555127,23
Adams County,Ag. and Forestry,11,2010-01-01,438597,26
Adams County,Ag. and Forestry,11,2011-01-01,848885,25
Adams County,Ag. and Forestry,11,2012-01-01,810057,29
Adams County,Ag. and Forestry,11,2013-01-01,590567,26
Adams County,Ag. and Forestry,11,2014-01-01,682776,24
Adams County,Ag. and Forestry,11,2015-01-01,803178,22
Adams County,Ag. and Forestry,11,2016-01-01,532904,23
Adams County,Arts and Entertainment,71,2005-01-01,422128,23
Adams County,Arts and Entertainment,71,2006-01-01,373663,16
Adams County,Arts and Entertainment,71,2007-01-01,287848,13
Adams County,Arts and Entertainment,71,2008-01-01,623568,21
Adams County,Arts and Entertainment,71,2009-01-01,790804,19
Adams County,Arts and Entertainment,71,2010-01-01,718710,29
Adams County,Arts and Entertainment,71,2011-01-01,684777,34
Adams County,Arts and Entertainment,71,2012-01-01,919763,33
Adams County,Arts and Entertainment,71,2013-01-01,928768,31
Adams County,Arts and Entertainment,71,2014-01-01,1420318,28
Adams County,Arts and Entertainment,71,2015-01-01,1352624,27
Adams County,Arts and Entertainment,71,2016-01-01,1071458,29
Adams County,Construction,23,2005-01-01,20616696,639
Adams County,Construction,23,2006-01-01,22272242,616
Adams County,Construction,23,2007-01-01,27973354,636
Adams County,Construction,23,2008-01-01,42738783,704
Adams County,Construction,23,2009-01-01,49093186,711
Adams County,Construction,23,2010-01-01,38844055,789
Adams County,Construction,23,2011-01-01,64360095,852
Adams County,Construction,23,2012-01-01,53676491,865
Adams County,Construction,23,2013-01-01,69485955,958
Adams County,Construction,23,2014-01-01,63218716,956
Adams County,Construction,23,2015-01-01,56286935,927
Adams County,Construction,23,2016-01-01,64212604,970
Adams County,Distribution,48,2005-01-01,185604,8
Adams County,Distribution,48,2006-01-01,284186,14
Adams County,Distribution,48,2007-01-01,214798,7
Adams County,Distribution,48,2008-01-01,275712,14
Adams County,Distribution,48,2009-01-01,395775,18
Adams County,Distribution,48,2010-01-01,460649,26
Adams County,Distribution,48,2011-01-01,518960,28
Adams County,Distribution,48,2012-01-01,989631,24
Adams County,Distribution,48,2013-01-01,718562,20
Adams County,Distribution,48,2014-01-01,986717,21
Adams County,Distribution,48,2015-01-01,1188702,20
Adams County,Distribution,48,2016-01-01,1318889,26
Adams County,Distribution,49,2007-01-01,0,0
Adams County,Distribution,49,2008-01-01,93992,5
Adams County,Distribution,49,2009-01-01,0,0
Adams County,Distribution,49,2010-01-01,9767,3
Adams County,Distribution,49,2011-01-01,76905,10
Adams County,Distribution,49,2012-01-01,1713,3
Adams County,Distribution,49,2013-01-01,0,0
Adams County,Distribution,49,2014-01-01,0,0
Adams County,Distribution,49,2015-01-01,0,0
Adams County,Distribution,49,2016-01-01,27904,4
Adams County,Education,61,2005-01-01,415238,19
Adams County,Education,61,2006-01-01,327729,18
Adams County,Education,61,2007-01-01,326230,20
Adams County,Education,61,2008-01-01,319259,32
Adams County,Education,61,2009-01-01,411372,56
Adams County,Education,61,2010-01-01,414734,53
Adams County,Education,61,2011-01-01,220826,66
Adams County,Education,61,2012-01-01,301779,67
Adams County,Education,61,2013-01-01,115271,75
Adams County,Education,61,2014-01-01,148605,92
Adams County,Education,61,2015-01-01,193479,102
Adams County,Education,61,2016-01-01,195128,105
Adams County,FIRE,52,2005-01-01,1232059,72
Adams County,FIRE,52,2006-01-01,1912150,70
Adams County,FIRE,52,2007-01-01,905074,68
Adams County,FIRE,52,2008-01-01,1178197,82
Adams County,FIRE,52,2009-01-01,1042380,84
Adams County,FIRE,52,2010-01-01,954191,69
Adams County,FIRE,52,2011-01-01,970517,70
Adams County,FIRE,52,2012-01-01,844214,90
Adams County,FIRE,52,2013-01-01,1486888,98
Adams County,FIRE,52,2014-01-01,1726257,113
Adams County,FIRE,52,2015-01-01,1690581,123
Adams County,FIRE,52,2016-01-01,2266917,126
Adams County,FIRE,53,2005-01-01,3055367,171
Adams County,FIRE,53,2006-01-01,3000806,165
Adams County,FIRE,53,2007-01-01,3581432,161
Adams County,FIRE,53,2008-01-01,3784093,177
Adams County,FIRE,53,2009-01-01,5509187,190
Adams County,FIRE,53,2010-01-01,3670355,188
Adams County,FIRE,53,2011-01-01,4236763,191
Adams County,FIRE,53,2012-01-01,5036802,210
Adams County,FIRE,53,2013-01-01,5826179,225
Adams County,FIRE,53,2014-01-01,6995277,259
Adams County,FIRE,53,2015-01-01,7211395,253
Adams County,FIRE,53,2016-01-01,8045875,289
Adams County,Government,92,2005-01-01,0,0
Adams County,Government,92,2006-01-01,0,0
Adams County,Government,92,2007-01-01,0,0
Adams County,Government,92,2008-01-01,10874,6
Adams County,Government,92,2009-01-01,122486,12
Adams County,Government,92,2010-01-01,74351,13
Adams County,Government,92,2011-01-01,116180,12
Adams County,Government,92,2012-01-01,175025,11
Adams County,Government,92,2013-01-01,14348,7
Adams County,Government,92,2014-01-01,46827,9
Adams County,Government,92,2015-01-01,104621,10
Adams County,Government,92,2016-01-01,60031,12
Adams County,Health Care,62,2005-01-01,205590,15
Adams County,Health Care,62,2006-01-01,47563,14
Adams County,Health Care,62,2007-01-01,55293,12
Adams County,Health Care,62,2008-01-01,42939,20
Adams County,Health Care,62,2009-01-01,40638,21
Adams County,Health Care,62,2010-01-01,84455,23
Adams County,Health Care,62,2011-01-01,67937,25
Adams County,Health Care,62,2012-01-01,150670,30
Adams County,Health Care,62,2013-01-01,185044,24
Adams County,Health Care,62,2014-01-01,158760,31
Adams County,Health Care,62,2015-01-01,155413,34
Adams County,Health Care,62,2016-01-01,166414,39
Adams County,Hospitality,72,2005-01-01,13073412,67
Adams County,Hospitality,72,2006-01-01,13879927,65
Adams County,Hospitality,72,2007-01-01,15232345,67
Adams County,Hospitality,72,2008-01-01,15829860,66
Adams County,Hospitality,72,2009-01-01,16553428,73
Adams County,Hospitality,72,2010-01-01,18085935,62
Adams County,Hospitality,72,2011-01-01,18647416,80
Adams County,Hospitality,72,2012-01-01,18225833,78
Adams County,Hospitality,72,2013-01-01,19561206,74
Adams County,Hospitality,72,2014-01-01,20255683,65
Adams County,Hospitality,72,2015-01-01,21430423,68
Adams County,Hospitality,72,2016-01-01,22172194,75
Adams County,Information,51,2005-01-01,6673747,373
Adams County,Information,51,2006-01-01,7983923,384
Adams County,Information,51,2007-01-01,11004670,362
Adams County,Information,51,2008-01-01,9480519,402
Adams County,Information,51,2009-01-01,9659630,388
Adams County,Information,51,2010-01-01,10038613,405
Adams County,Information,51,2011-01-01,9916903,452
Adams County,Information,51,2012-01-01,9814044,484
Adams County,Information,51,2013-01-01,11184999,513
Adams County,Information,51,2014-01-01,11362139,522
Adams County,Information,51,2015-01-01,10598036,514
Adams County,Information,51,2016-01-01,10813291,537
Adams County,Manufacturing,31,2005-01-01,758119,19
Adams County,Manufacturing,31,2006-01-01,294886,19
Adams County,Manufacturing,31,2007-01-01,746412,22
Adams County,Manufacturing,31,2008-01-01,358419,43
Adams County,Manufacturing,31,2009-01-01,396367,56
Adams County,Manufacturing,31,2010-01-01,436910,77
Adams County,Manufacturing,31,2011-01-01,565488,77
Adams County,Manufacturing,31,2012-01-01,484825,79
Adams County,Manufacturing,31,2013-01-01,460403,73
Adams County,Manufacturing,31,2014-01-01,458985,79
Adams County,Manufacturing,31,2015-01-01,576895,80
Adams County,Manufacturing,31,2016-01-01,676967,76
Adams County,Manufacturing,32,2005-01-01,3952456,60
Adams County,Manufacturing,32,2006-01-01,1415555,49
Adams County,Manufacturing,32,2007-01-01,1904883,58
Adams County,Manufacturing,32,2008-01-01,1822577,108
Adams County,Manufacturing,32,2009-01-01,3773529,142
Adams County,Manufacturing,32,2010-01-01,2482883,127
Adams County,Manufacturing,32,2011-01-01,6583145,157
Adams County,Manufacturing,32,2012-01-01,2781277,150
Adams County,Manufacturing,32,2013-01-01,3598595,164
Adams County,Manufacturing,32,2014-01-01,4239959,181
Adams County,Manufacturing,32,2015-01-01,2958749,162
Adams County,Manufacturing,32,2016-01-01,4228124,182
Adams County,Manufacturing,33,2005-01-01,1076296,66
Adams County,Manufacturing,33,2006-01-01,1092767,71
Adams County,Manufacturing,33,2007-01-01,1254220,66
Adams County,Manufacturing,33,2008-01-01,1899946,113
Adams County,Manufacturing,33,2009-01-01,2220727,180
Adams County,Manufacturing,33,2010-01-01,3641622,193
Adams County,Manufacturing,33,2011-01-01,3328793,202
Adams County,Manufacturing,33,2012-01-01,2217698,197
Adams County,Manufacturing,33,2013-01-01,2932134,207
Adams County,Manufacturing,33,2014-01-01,4201630,209
Adams County,Manufacturing,33,2015-01-01,2859186,217
Adams County,Manufacturing,33,2016-01-01,4731787,196
Adams County,Mining,21,2005-01-01,0,0
Adams County,Mining,21,2006-01-01,0,0
Adams County,Mining,21,2008-01-01,0,0
Adams County,Mining,21,2009-01-01,0,0
Adams County,Mining,21,2010-01-01,249534,3
Adams County,Mining,21,2011-01-01,144783,3
Adams County,Mining,21,2012-01-01,349802,8
Adams County,Mining,21,2013-01-01,0,0
Adams County,Mining,21,2014-01-01,27849,4
Adams County,Mining,21,2015-01-01,41478,7
Adams County,Mining,21,2016-01-01,101745,5
Adams County,Other Private,81,2005-01-01,6970990,167
Adams County,Other Private,81,2006-01-01,7188955,185
Adams County,Other Private,81,2007-01-01,8090928,180
Adams County,Other Private,81,2008-01-01,8545091,231
Adams County,Other Private,81,2009-01-01,8011349,254
Adams County,Other Private,81,2010-01-01,7173484,247
Adams County,Other Private,81,2011-01-01,7553284,271
Adams County,Other Private,81,2012-01-01,8417007,281
Adams County,Other Private,81,2013-01-01,11441943,313
Adams County,Other Private,81,2014-01-01,13092735,330
Adams County,Other Private,81,2015-01-01,12533780,340
Adams County,Other Private,81,2016-01-01,12993949,329
Adams County,Retail Trade,44,2005-01-01,32829056,411
Adams County,Retail Trade,44,2006-01-01,32708089,472
Adams County,Retail Trade,44,2007-01-01,33781294,515
Adams County,Retail Trade,44,2008-01-01,40514680,805
Adams County,Retail Trade,44,2009-01-01,36452999,942
Adams County,Retail Trade,44,2010-01-01,37422052,988
Adams County,Retail Trade,44,2011-01-01,39615642,1051
Adams County,Retail Trade,44,2012-01-01,40980121,1117
Adams County,Retail Trade,44,2013-01-01,43199596,1165
Adams County,Retail Trade,44,2014-01-01,49529560,1301
Adams County,Retail Trade,44,2015-01-01,52677291,1424
Adams County,Retail Trade,44,2016-01-01,52069065,1643
Adams County,Retail Trade,45,2005-01-01,26714093,752
Adams County,Retail Trade,45,2006-01-01,26354633,791
Adams County,Retail Trade,45,2007-01-01,26834198,866
Adams County,Retail Trade,45,2008-01-01,29069437,1217
Adams County,Retail Trade,45,2009-01-01,31119859,1434
Adams County,Retail Trade,45,2010-01-01,32337766,1533
Adams County,Retail Trade,45,2011-01-01,37668006,1680
Adams County,Retail Trade,45,2012-01-01,40763518,1722
Adams County,Retail Trade,45,2013-01-01,43582323,1757
Adams County,Retail Trade,45,2014-01-01,39612819,1899
Adams County,Retail Trade,45,2015-01-01,40755057,2060
Adams County,Retail Trade,45,2016-01-01,44025124,2371
Adams County,Services,54,2005-01-01,1043153,152
Adams County,Services,54,2006-01-01,1740542,167
Adams County,Services,54,2007-01-01,1661953,188
Adams County,Services,54,2008-01-01,3133695,225
Adams County,Services,54,2009-01-01,1739879,255
Adams County,Services,54,2010-01-01,3097215,296
Adams County,Services,54,2011-01-01,3841604,335
Adams County,Services,54,2012-01-01,3759740,302
Adams County,Services,54,2013-01-01,2958205,320
Adams County,Services,54,2014-01-01,3363657,329
Adams County,Services,54,2015-01-01,4661629,380
Adams County,Services,54,2016-01-01,3844288,435
Adams County,Services,55,2005-01-01,0,0
Adams County,Services,55,2006-01-01,0,0
Adams County,Services,55,2007-01-01,14110,3
Adams County,Services,55,2008-01-01,0,0
Adams County,Services,55,2009-01-01,0,0
Adams County,Services,55,2010-01-01,0,0
Adams County,Services,55,2011-01-01,0,0
Adams County,Services,55,2012-01-01,0,0
Adams County,Services,55,2015-01-01,0,0
Adams County,Services,55,2016-01-01,0,0
Adams County,Utilities,22,2005-01-01,4596057,10
Adams County,Utilities,22,2006-01-01,3001195,9
Adams County,Utilities,22,2007-01-01,3278644,10
Adams County,Utilities,22,2008-01-01,4948566,9
Adams County,Utilities,22,2009-01-01,2266086,7
Adams County,Utilities,22,2010-01-01,118512,6
Adams County,Utilities,22,2011-01-01,9022,3
Adams County,Utilities,22,2012-01-01,42679,3
Adams County,Utilities,22,2013-01-01,565310,3
Adams County,Utilities,22,2014-01-01,688796,6
Adams County,Utilities,22,2015-01-01,46221,7
Adams County,Utilities,22,2016-01-01,1070030,6
Adams County,Wholesale Trade,42,2005-01-01,35728144,867
Adams County,Wholesale Trade,42,2006-01-01,34365313,877
Adams County,Wholesale Trade,42,2007-01-01,44238060,911
Adams County,Wholesale Trade,42,2008-01-01,54288065,1262
Adams County,Wholesale Trade,42,2009-01-01,38287008,1464
Adams County,Wholesale Trade,42,2010-01-01,37866379,1482
Adams County,Wholesale Trade,42,2011-01-01,45515745,1561
Adams County,Wholesale Trade,42,2012-01-01,50217811,1599
Adams County,Wholesale Trade,42,2013-01-01,55141813,1674
Adams County,Wholesale Trade,42,2014-01-01,59156484,1680
Adams County,Wholesale Trade,42,2015-01-01,50275954,1689
Adams County,Wholesale Trade,42,2016-01-01,46957816,1765
Asotin County,Admin Support,56,2005-01-01,2102732,134
Asotin County,Admin Support,56,2006-01-01,2241632,148
Asotin County,Admin Support,56,2007-01-01,3463021,140
Asotin County,Admin Support,56,2008-01-01,6449673,194
Asotin County,Admin Support,56,2009-01-01,3557749,215
Asotin County,Admin Support,56,2010-01-01,3416907,224
Asotin County,Admin Support,56,2011-01-01,3187506,241
Asotin County,Admin Support,56,2012-01-01,3015199,247
Asotin County,Admin Support,56,2013-01-01,3275630,248
Asotin County,Admin Support,56,2014-01-01,3648085,268
Asotin County,Admin Support,56,2015-01-01,3855413,277
Asotin County,Admin Support,56,2016-01-01,4089431,294
Asotin County,Ag. and Forestry,11,2005-01-01,4223,3
Asotin County,Ag. and Forestry,11,2006-01-01,28072,4
Asotin County,Ag. and Forestry,11,2007-01-01,8144,3
Asotin County,Ag. and Forestry,11,2008-01-01,63103,10
Asotin County,Ag. and Forestry,11,2009-01-01,34174,8
Asotin County,Ag. and Forestry,11,2010-01-01,39604,11
Asotin County,Ag. and Forestry,11,2011-01-01,37339,11
Asotin County,Ag. and Forestry,11,2012-01-01,16788,10
Asotin County,Ag. and Forestry,11,2013-01-01,47005,11
Asotin County,Ag. and Forestry,11,2014-01-01,60352,13
Asotin County,Ag. and Forestry,11,2015-01-01,57956,9
Asotin County,Ag. and Forestry,11,2016-01-01,76866,13
Asotin County,Arts and Entertainment,71,2005-01-01,2429918,34
Asotin County,Arts and Entertainment,71,2006-01-01,2386826,25
Asotin County,Arts and Entertainment,71,2007-01-01,2707523,30
Asotin County,Arts and Entertainment,71,2008-01-01,2608357,25
Asotin County,Arts and Entertainment,71,2009-01-01,2662231,28
Asotin County,Arts and Entertainment,71,2010-01-01,1910430,23
Asotin County,Arts and Entertainment,71,2011-01-01,1983544,29
Asotin County,Arts and Entertainment,71,2012-01-01,1916235,38
Asotin County,Arts and Entertainment,71,2013-01-01,1964815,30
Asotin County,Arts and Entertainment,71,2014-01-01,2147135,41
Asotin County,Arts and Entertainment,71,2015-01-01,2213533,45
Asotin County,Arts and Entertainment,71,2016-01-01,2939073,43
Asotin County,Construction,23,2005-01-01,24477607,448
Asotin County,Construction,23,2006-01-01,30724700,476
Asotin County,Construction,23,2007-01-01,28843272,532
Asotin County,Construction,23,2008-01-01,30228945,578
Asotin County,Construction,23,2009-01-01,34784907,584
Asotin County,Construction,23,2010-01-01,22227262,544
Asotin County,Construction,23,2011-01-01,22449132,544
Asotin County,Construction,23,2012-01-01,23236787,562
Asotin County,Construction,23,2013-01-01,34491366,535
Asotin County,Construction,23,2014-01-01,30589652,563
Asotin County,Construction,23,2015-01-01,29442856,579
Asotin County,Construction,23,2016-01-01,35280001,629
Asotin County,Distribution,48,2005-01-01,752099,11
Asotin County,Distribution,48,2006-01-01,785387,8
Asotin County,Distribution,48,2007-01-01,1003646,8
Asotin County,Distribution,48,2008-01-01,1101046,14
Asotin County,Distribution,48,2009-01-01,972084,15
Asotin County,Distribution,48,2010-01-01,988887,20
Asotin County,Distribution,48,2011-01-01,939750,26
Asotin County,Distribution,48,2012-01-01,923614,17
Asotin County,Distribution,48,2013-01-01,831500,11
Asotin County,Distribution,48,2014-01-01,800314,7
Asotin County,Distribution,48,2015-01-01,936568,11
Asotin County,Distribution,48,2016-01-01,760298,15
Asotin County,Distribution,49,2005-01-01,334032,4
Asotin County,Distribution,49,2006-01-01,113992,3
Asotin County,Distribution,49,2007-01-01,23232,4
Asotin County,Distribution,49,2008-01-01,709770,7
Asotin County,Distribution,49,2009-01-01,10614,4
Asotin County,Distribution,49,2010-01-01,43227,4
Asotin County,Distribution,49,2011-01-01,0,0
Asotin County,Distribution,49,2012-01-01,13415,3
Asotin County,Distribution,49,2013-01-01,0,0
Asotin County,Distribution,49,2014-01-01,0,0
Asotin County,Distribution,49,2015-01-01,11548,3
Asotin County,Distribution,49,2016-01-01,25309,3
Asotin County,Education,61,2005-01-01,24572,18
Asotin County,Education,61,2006-01-01,25238,20
Asotin County,Education,61,2007-01-01,90745,23
Asotin County,Education,61,2008-01-01,69822,32
Asotin County,Education,61,2009-01-01,222159,45
Asotin County,Education,61,2010-01-01,119279,50
Asotin County,Education,61,2011-01-01,83140,48
Asotin County,Education,61,2012-01-01,80371,65
Asotin County,Education,61,2013-01-01,226670,74
Asotin County,Education,61,2014-01-01,166262,70
Asotin County,Education,61,2015-01-01,303075,80
Asotin County,Education,61,2016-01-01,478125,97
Asotin County,FIRE,52,2005-01-01,1160384,49
Asotin County,FIRE,52,2006-01-01,1182819,44
Asotin County,FIRE,52,2007-01-01,1076628,45
Asotin County,FIRE,52,2008-01-01,966239,61
Asotin County,FIRE,52,2009-01-01,1027067,56
Asotin County,FIRE,52,2010-01-01,883838,55
Asotin County,FIRE,52,2011-01-01,692270,62
Asotin County,FIRE,52,2012-01-01,731314,69
Asotin County,FIRE,52,2013-01-01,952941,68
Asotin County,FIRE,52,2014-01-01,1056417,78
Asotin County,FIRE,52,2015-01-01,1120020,87
Asotin County,FIRE,52,2016-01-01,1380722,91
Asotin County,FIRE,53,2005-01-01,4161451,133
Asotin County,FIRE,53,2006-01-01,4334765,118
Asotin County,FIRE,53,2007-01-01,4567224,130
Asotin County,FIRE,53,2008-01-01,4162333,127
Asotin County,FIRE,53,2009-01-01,4551602,139
Asotin County,FIRE,53,2010-01-01,10294338,150
Asotin County,FIRE,53,2011-01-01,8038822,131
Asotin County,FIRE,53,2012-01-01,3962572,148
Asotin County,FIRE,53,2013-01-01,4118147,150
Asotin County,FIRE,53,2014-01-01,4781160,157
Asotin County,FIRE,53,2015-01-01,4304976,163
Asotin County,FIRE,53,2016-01-01,4813096,175
Asotin County,Government,92,2005-01-01,0,0
Asotin County,Government,92,2006-01-01,9578,3
Asotin County,Government,92,2007-01-01,0,0
Asotin County,Government,92,2008-01-01,12631,3
Asotin County,Government,92,2009-01-01,37311,10
Asotin County,Government,92,2010-01-01,19842,8
Asotin County,Government,92,2011-01-01,22243,7
Asotin County,Government,92,2012-01-01,28330,9
Asotin County,Government,92,2013-01-01,30337,8
Asotin County,Government,92,2014-01-01,93842,4
Asotin County,Government,92,2015-01-01,34951,3
Asotin County,Government,92,2016-01-01,33425,4
Asotin County,Health Care,62,2005-01-01,976575,23
Asotin County,Health Care,62,2006-01-01,982858,24
Asotin County,Health Care,62,2007-01-01,1075632,23
Asotin County,Health Care,62,2008-01-01,1113088,28
Asotin County,Health Care,62,2009-01-01,1080527,28
Asotin County,Health Care,62,2010-01-01,1188036,28
Asotin County,Health Care,62,2011-01-01,1506755,29
Asotin County,Health Care,62,2012-01-01,1150081,25
Asotin County,Health Care,62,2013-01-01,1098070,26
Asotin County,Health Care,62,2014-01-01,1221699,28
Asotin County,Health Care,62,2015-01-01,1539520,32
Asotin County,Health Care,62,2016-01-01,1566884,28
Asotin County,Hospitality,72,2005-01-01,19295324,61
Asotin County,Hospitality,72,2006-01-01,21556377,59
Asotin County,Hospitality,72,2007-01-01,23383692,61
Asotin County,Hospitality,72,2008-01-01,23308967,75
Asotin County,Hospitality,72,2009-01-01,23204659,66
Asotin County,Hospitality,72,2010-01-01,24473467,67
Asotin County,Hospitality,72,2011-01-01,25514450,73
Asotin County,Hospitality,72,2012-01-01,26316363,68
Asotin County,Hospitality,72,2013-01-01,27503760,66
Asotin County,Hospitality,72,2014-01-01,28876696,63
Asotin County,Hospitality,72,2015-01-01,30472437,58
Asotin County,Hospitality,72,2016-01-01,31333835,59
Asotin County,Information,51,2005-01-01,5160403,239
Asotin County,Information,51,2006-01-01,6339523,250
Asotin County,Information,51,2007-01-01,5424667,255
Asotin County,Information,51,2008-01-01,6707605,287
Asotin County,Information,51,2009-01-01,6229373,290
Asotin County,Information,51,2010-01-01,7319210,313
Asotin County,Information,51,2011-01-01,9210316,313
Asotin County,Information,51,2012-01-01,9414764,328
Asotin County,Information,51,2013-01-01,10000782,377
Asotin County,Information,51,2014-01-01,11263050,399
Asotin County,Information,51,2015-01-01,11614045,408
Asotin County,Information,51,2016-01-01,11242455,452
Asotin County,Manufacturing,31,2005-01-01,156459,17
Asotin County,Manufacturing,31,2006-01-01,181653,23
Asotin County,Manufacturing,31,2007-01-01,228288,27
Asotin County,Manufacturing,31,2008-01-01,303480,51
Asotin County,Manufacturing,31,2009-01-01,495200,67
Asotin County,Manufacturing,31,2010-01-01,609670,84
Asotin County,Manufacturing,31,2011-01-01,722621,78
Asotin County,Manufacturing,31,2012-01-01,896910,78
Asotin County,Manufacturing,31,2013-01-01,889773,82
Asotin County,Manufacturing,31,2014-01-01,1126853,97
Asotin County,Manufacturing,31,2015-01-01,1045109,91
Asotin County,Manufacturing,31,2016-01-01,1555386,102
Asotin County,Manufacturing,32,2005-01-01,647758,33
Asotin County,Manufacturing,32,2006-01-01,651962,36
Asotin County,Manufacturing,32,2007-01-01,1034139,47
Asotin County,Manufacturing,32,2008-01-01,813190,86
Asotin County,Manufacturing,32,2009-01-01,840205,106
Asotin County,Manufacturing,32,2010-01-01,1113894,91
Asotin County,Manufacturing,32,2011-01-01,1015236,108
Asotin County,Manufacturing,32,2012-01-01,783326,95
Asotin County,Manufacturing,32,2013-01-01,791860,116
Asotin County,Manufacturing,32,2014-01-01,1087641,138
Asotin County,Manufacturing,32,2015-01-01,1162729,124
Asotin County,Manufacturing,32,2016-01-01,1465144,144
Asotin County,Manufacturing,33,2005-01-01,2106821,62
Asotin County,Manufacturing,33,2006-01-01,1639455,62
Asotin County,Manufacturing,33,2007-01-01,1718995,67
Asotin County,Manufacturing,33,2008-01-01,2338819,107
Asotin County,Manufacturing,33,2009-01-01,2159347,161
Asotin County,Manufacturing,33,2010-01-01,2059405,151
Asotin County,Manufacturing,33,2011-01-01,2046792,162
Asotin County,Manufacturing,33,2012-01-01,1265067,131
Asotin County,Manufacturing,33,2013-01-01,1902027,184
Asotin County,Manufacturing,33,2014-01-01,2033937,195
Asotin County,Manufacturing,33,2015-01-01,1993674,175
Asotin County,Manufacturing,33,2016-01-01,2104228,205
Asotin County,Mining,21,2005-01-01,0,0
Asotin County,Mining,21,2006-01-01,0,0
Asotin County,Mining,21,2007-01-01,0,0
Asotin County,Mining,21,2008-01-01,0,0
Asotin County,Mining,21,2009-01-01,39952,3
Asotin County,Mining,21,2010-01-01,0,0
Asotin County,Mining,21,2011-01-01,0,0
Asotin County,Mining,21,2012-01-01,0,0
Asotin County,Mining,21,2013-01-01,0,0
Asotin County,Mining,21,2014-01-01,0,0
Asotin County,Mining,21,2015-01-01,0,0
Asotin County,Mining,21,2016-01-01,0,0
Asotin County,Other Private,81,2005-01-01,4480520,132
Asotin County,Other Private,81,2006-01-01,4503599,133
Asotin County,Other Private,81,2007-01-01,4642719,133
Asotin County,Other Private,81,2008-01-01,4129600,167
Asotin County,Other Private,81,2009-01-01,4139898,197
Asotin County,Other Private,81,2010-01-01,4485451,177
Asotin County,Other Private,81,2011-01-01,5031666,176
Asotin County,Other Private,81,2012-01-01,4429356,196
Asotin County,Other Private,81,2013-01-01,4390214,186
Asotin County,Other Private,81,2014-01-01,5002034,205
Asotin County,Other Private,81,2015-01-01,5215557,217
Asotin County,Other Private,81,2016-01-01,4959320,218
Asotin County,Retail Trade,44,2005-01-01,38084499,349
Asotin County,Retail Trade,44,2006-01-01,40169389,395
Asotin County,Retail Trade,44,2007-01-01,44630725,415
Asotin County,Retail Trade,44,2008-01-01,43351484,598
Asotin County,Retail Trade,44,2009-01-01,39875920,718
Asotin County,Retail Trade,44,2010-01-01,37064914,732
Asotin County,Retail Trade,44,2011-01-01,36050641,786
Asotin County,Retail Trade,44,2012-01-01,35997881,847
Asotin County,Retail Trade,44,2013-01-01,39086490,898
Asotin County,Retail Trade,44,2014-01-01,40352752,977
Asotin County,Retail Trade,44,2015-01-01,42779142,1089
Asotin County,Retail Trade,44,2016-01-01,48862108,1377
Asotin County,Retail Trade,45,2005-01-01,44533678,547
Asotin County,Retail Trade,45,2006-01-01,49473483,594
Asotin County,Retail Trade,45,2007-01-01,51858433,657
Asotin County,Retail Trade,45,2008-01-01,54110620,944
Asotin County,Retail Trade,45,2009-01-01,78530164,1064
Asotin County,Retail Trade,45,2010-01-01,115984986,1193
Asotin County,Retail Trade,45,2011-01-01,117053970,1323
Asotin County,Retail Trade,45,2012-01-01,120029237,1405
Asotin County,Retail Trade,45,2013-01-01,120777616,1434
Asotin County,Retail Trade,45,2014-01-01,124049141,1577
Asotin County,Retail Trade,45,2015-01-01,127631462,1721
Asotin County,Retail Trade,45,2016-01-01,129894479,1998
Asotin County,Services,54,2005-01-01,1087881,108
Asotin County,Services,54,2006-01-01,1065058,145
Asotin County,Services,54,2007-01-01,2328122,147
Asotin County,Services,54,2008-01-01,1282850,190
Asotin County,Services,54,2009-01-01,1565505,218
Asotin County,Services,54,2010-01-01,1257414,239
Asotin County,Services,54,2011-01-01,1807446,278
Asotin County,Services,54,2012-01-01,1826488,260
Asotin County,Services,54,2013-01-01,2062560,283
Asotin County,Services,54,2014-01-01,2293963,290
Asotin County,Services,54,2015-01-01,2601695,351
Asotin County,Services,54,2016-01-01,2681333,375
Asotin County,Services,55,2005-01-01,0,0
Asotin County,Services,55,2006-01-01,0,0
Asotin County,Services,55,2007-01-01,0,0
Asotin County,Services,55,2008-01-01,0,0
Asotin County,Services,55,2009-01-01,0,0
Asotin County,Services,55,2010-01-01,0,0
Asotin County,Services,55,2014-01-01,0,0
Asotin County,Services,55,2015-01-01,0,0
Asotin County,Services,55,2016-01-01,0,0
Asotin County,Utilities,22,2005-01-01,0,0
Asotin County,Utilities,22,2006-01-01,0,0
