county_name,short_names,naics,date,sales,units
Cowlitz County,Wholesale Trade,42,2015-01-01,96102742,4963
Cowlitz County,Wholesale Trade,42,2016-01-01,93086624,5135
Douglas County,Admin Support,56,2005-01-01,3493724,306
Douglas County,Admin Support,56,2006-01-01,4280397,347
Douglas County,Admin Support,56,2007-01-01,5059955,346
Douglas County,Admin Support,56,2008-01-01,8257063,406
Douglas County,Admin Support,56,2009-01-01,5328818,454
Douglas County,Admin Support,56,2010-01-01,4771678,463
Douglas County,Admin Support,56,2011-01-01,4984101,516
Douglas County,Admin Support,56,2012-01-01,5500303,565
Douglas County,Admin Support,56,2013-01-01,7017045,534
Douglas County,Admin Support,56,2014-01-01,8786682,562
Douglas County,Admin Support,56,2015-01-01,9689641,598
Douglas County,Admin Support,56,2016-01-01,11009593,631
Douglas County,Ag. and Forestry,11,2005-01-01,612610,23
Douglas County,Ag. and Forestry,11,2006-01-01,593167,19
Douglas County,Ag. and Forestry,11,2007-01-01,672269,18
Douglas County,Ag. and Forestry,11,2008-01-01,274496,27
Douglas County,Ag. and Forestry,11,2009-01-01,108359,38
Douglas County,Ag. and Forestry,11,2010-01-01,186154,31
Douglas County,Ag. and Forestry,11,2011-01-01,619186,37
Douglas County,Ag. and Forestry,11,2012-01-01,627990,31
Douglas County,Ag. and Forestry,11,2013-01-01,975678,27
Douglas County,Ag. and Forestry,11,2014-01-01,776195,27
Douglas County,Ag. and Forestry,11,2015-01-01,750470,29
Douglas County,Ag. and Forestry,11,2016-01-01,279938,27
Douglas County,Arts and Entertainment,71,2005-01-01,5646102,17
Douglas County,Arts and Entertainment,71,2006-01-01,5179224,23
Douglas County,Arts and Entertainment,71,2007-01-01,5621064,28
Douglas County,Arts and Entertainment,71,2008-01-01,6412712,26
Douglas County,Arts and Entertainment,71,2009-01-01,6590575,40
Douglas County,Arts and Entertainment,71,2010-01-01,7045698,31
Douglas County,Arts and Entertainment,71,2011-01-01,6954530,38
Douglas County,Arts and Entertainment,71,2012-01-01,7093029,47
Douglas County,Arts and Entertainment,71,2013-01-01,7239358,47
Douglas County,Arts and Entertainment,71,2014-01-01,7289791,49
Douglas County,Arts and Entertainment,71,2015-01-01,6445060,45
Douglas County,Arts and Entertainment,71,2016-01-01,6067009,52
Douglas County,Construction,23,2005-01-01,55185218,970
Douglas County,Construction,23,2006-01-01,61594078,1006
Douglas County,Construction,23,2007-01-01,86245447,1154
Douglas County,Construction,23,2008-01-01,240631281,1323
Douglas County,Construction,23,2009-01-01,89261914,1306
Douglas County,Construction,23,2010-01-01,69441555,1223
Douglas County,Construction,23,2011-01-01,78589676,1229
Douglas County,Construction,23,2012-01-01,78904317,1266
Douglas County,Construction,23,2013-01-01,142858288,1334
Douglas County,Construction,23,2014-01-01,123314689,1369
Douglas County,Construction,23,2015-01-01,103439009,1466
Douglas County,Construction,23,2016-01-01,120473146,1470
Douglas County,Distribution,48,2005-01-01,1355710,16
Douglas County,Distribution,48,2006-01-01,1015199,13
Douglas County,Distribution,48,2007-01-01,269599,6
Douglas County,Distribution,48,2008-01-01,1031149,25
Douglas County,Distribution,48,2009-01-01,1770078,41
Douglas County,Distribution,48,2010-01-01,2121919,25
Douglas County,Distribution,48,2011-01-01,1980363,39
Douglas County,Distribution,48,2012-01-01,2246468,36
Douglas County,Distribution,48,2013-01-01,2857180,29
Douglas County,Distribution,48,2014-01-01,3523641,33
Douglas County,Distribution,48,2015-01-01,2238434,30
Douglas County,Distribution,48,2016-01-01,2305699,34
Douglas County,Distribution,49,2005-01-01,43293,5
Douglas County,Distribution,49,2006-01-01,28529,4
Douglas County,Distribution,49,2007-01-01,16888,3
Douglas County,Distribution,49,2008-01-01,15396,6
Douglas County,Distribution,49,2009-01-01,6454,5
Douglas County,Distribution,49,2010-01-01,28722,4
Douglas County,Distribution,49,2011-01-01,18596,6
Douglas County,Distribution,49,2012-01-01,45764,3
Douglas County,Distribution,49,2013-01-01,32529,3
Douglas County,Distribution,49,2014-01-01,15583,5
Douglas County,Distribution,49,2015-01-01,19126,8
Douglas County,Distribution,49,2016-01-01,48117,11
Douglas County,Education,61,2005-01-01,673775,26
Douglas County,Education,61,2006-01-01,867820,22
Douglas County,Education,61,2007-01-01,909606,26
Douglas County,Education,61,2008-01-01,887722,54
Douglas County,Education,61,2009-01-01,900884,82
Douglas County,Education,61,2010-01-01,534658,90
Douglas County,Education,61,2011-01-01,170248,92
Douglas County,Education,61,2012-01-01,170183,97
Douglas County,Education,61,2013-01-01,282406,113
Douglas County,Education,61,2014-01-01,299399,110
Douglas County,Education,61,2015-01-01,298555,115
Douglas County,Education,61,2016-01-01,281510,127
Douglas County,FIRE,52,2005-01-01,1217907,99
Douglas County,FIRE,52,2006-01-01,1429462,94
Douglas County,FIRE,52,2007-01-01,1444867,90
Douglas County,FIRE,52,2008-01-01,2103903,106
Douglas County,FIRE,52,2009-01-01,1244835,106
Douglas County,FIRE,52,2010-01-01,1371638,93
Douglas County,FIRE,52,2011-01-01,1641802,98
Douglas County,FIRE,52,2012-01-01,1470531,102
Douglas County,FIRE,52,2013-01-01,1647781,114
Douglas County,FIRE,52,2014-01-01,1768921,134
Douglas County,FIRE,52,2015-01-01,1867164,144
Douglas County,FIRE,52,2016-01-01,2014718,153
Douglas County,FIRE,53,2005-01-01,8405493,185
Douglas County,FIRE,53,2006-01-01,6842732,202
Douglas County,FIRE,53,2007-01-01,6227443,213
Douglas County,FIRE,53,2008-01-01,8520938,252
Douglas County,FIRE,53,2009-01-01,8266585,288
Douglas County,FIRE,53,2010-01-01,7042542,257
Douglas County,FIRE,53,2011-01-01,7889111,253
Douglas County,FIRE,53,2012-01-01,7244531,266
Douglas County,FIRE,53,2013-01-01,8776256,270
Douglas County,FIRE,53,2014-01-01,10611312,299
Douglas County,FIRE,53,2015-01-01,14245488,313
Douglas County,FIRE,53,2016-01-01,21764458,352
Douglas County,Government,92,2005-01-01,58111,4
Douglas County,Government,92,2006-01-01,0,0
Douglas County,Government,92,2007-01-01,0,0
Douglas County,Government,92,2008-01-01,28092,6
Douglas County,Government,92,2009-01-01,66295,8
Douglas County,Government,92,2010-01-01,46077,10
Douglas County,Government,92,2011-01-01,30155,11
Douglas County,Government,92,2012-01-01,247062,14
Douglas County,Government,92,2013-01-01,29654,12
Douglas County,Government,92,2014-01-01,22842,9
Douglas County,Government,92,2015-01-01,196970,6
Douglas County,Government,92,2016-01-01,53656,7
Douglas County,Health Care,62,2005-01-01,301174,14
Douglas County,Health Care,62,2006-01-01,493152,13
Douglas County,Health Care,62,2007-01-01,529682,13
Douglas County,Health Care,62,2008-01-01,618421,30
Douglas County,Health Care,62,2009-01-01,779415,33
Douglas County,Health Care,62,2010-01-01,642402,32
Douglas County,Health Care,62,2011-01-01,712132,41
Douglas County,Health Care,62,2012-01-01,975290,45
Douglas County,Health Care,62,2013-01-01,1051295,46
Douglas County,Health Care,62,2014-01-01,1132538,37
Douglas County,Health Care,62,2015-01-01,1254009,43
Douglas County,Health Care,62,2016-01-01,1390519,43
Douglas County,Hospitality,72,2005-01-01,23249536,74
Douglas County,Hospitality,72,2006-01-01,25693380,82
Douglas County,Hospitality,72,2007-01-01,27533273,90
Douglas County,Hospitality,72,2008-01-01,27296015,93
Douglas County,Hospitality,72,2009-01-01,27181367,88
Douglas County,Hospitality,72,2010-01-01,30095890,84
Douglas County,Hospitality,72,2011-01-01,31641445,102
Douglas County,Hospitality,72,2012-01-01,32592328,121
Douglas County,Hospitality,72,2013-01-01,35579410,114
Douglas County,Hospitality,72,2014-01-01,38228350,103
Douglas County,Hospitality,72,2015-01-01,40638140,114
Douglas County,Hospitality,72,2016-01-01,44449967,112
Douglas County,Information,51,2005-01-01,12324513,413
Douglas County,Information,51,2006-01-01,12288516,441
Douglas County,Information,51,2007-01-01,13140999,432
Douglas County,Information,51,2008-01-01,18942329,523
Douglas County,Information,51,2009-01-01,18020813,548
Douglas County,Information,51,2010-01-01,19813252,535
Douglas County,Information,51,2011-01-01,26425748,558
Douglas County,Information,51,2012-01-01,22188701,573
Douglas County,Information,51,2013-01-01,21714140,619
Douglas County,Information,51,2014-01-01,27507155,631
Douglas County,Information,51,2015-01-01,30049651,641
Douglas County,Information,51,2016-01-01,28192579,680
Douglas County,Manufacturing,31,2005-01-01,384373,25
Douglas County,Manufacturing,31,2006-01-01,304775,37
Douglas County,Manufacturing,31,2007-01-01,359121,41
Douglas County,Manufacturing,31,2008-01-01,232518,67
Douglas County,Manufacturing,31,2009-01-01,367754,96
Douglas County,Manufacturing,31,2010-01-01,503265,125
Douglas County,Manufacturing,31,2011-01-01,533779,120
Douglas County,Manufacturing,31,2012-01-01,601916,129
Douglas County,Manufacturing,31,2013-01-01,641914,124
Douglas County,Manufacturing,31,2014-01-01,745212,135
Douglas County,Manufacturing,31,2015-01-01,1865548,155
Douglas County,Manufacturing,31,2016-01-01,2477037,166
Douglas County,Manufacturing,32,2005-01-01,3261080,45
Douglas County,Manufacturing,32,2006-01-01,4075636,45
Douglas County,Manufacturing,32,2007-01-01,4990422,79
Douglas County,Manufacturing,32,2008-01-01,5924012,135
Douglas County,Manufacturing,32,2009-01-01,2443808,146
Douglas County,Manufacturing,32,2010-01-01,2612063,135
Douglas County,Manufacturing,32,2011-01-01,2963909,160
Douglas County,Manufacturing,32,2012-01-01,2221301,162
Douglas County,Manufacturing,32,2013-01-01,3001834,164
Douglas County,Manufacturing,32,2014-01-01,3028873,195
Douglas County,Manufacturing,32,2015-01-01,5146190,189
Douglas County,Manufacturing,32,2016-01-01,4390970,227
Douglas County,Manufacturing,33,2005-01-01,1016452,67
Douglas County,Manufacturing,33,2006-01-01,1020520,91
Douglas County,Manufacturing,33,2007-01-01,1290707,94
Douglas County,Manufacturing,33,2008-01-01,1419248,163
Douglas County,Manufacturing,33,2009-01-01,3532848,258
Douglas County,Manufacturing,33,2010-01-01,3022625,252
Douglas County,Manufacturing,33,2011-01-01,3962396,268
Douglas County,Manufacturing,33,2012-01-01,6968720,272
Douglas County,Manufacturing,33,2013-01-01,14753260,290
Douglas County,Manufacturing,33,2014-01-01,15232880,293
Douglas County,Manufacturing,33,2015-01-01,4853766,317
Douglas County,Manufacturing,33,2016-01-01,13309141,324
Douglas County,Mining,21,2005-01-01,0,0
Douglas County,Mining,21,2006-01-01,0,0
Douglas County,Mining,21,2007-01-01,0,0
Douglas County,Mining,21,2008-01-01,186164,3
Douglas County,Mining,21,2009-01-01,286442,4
Douglas County,Mining,21,2010-01-01,84112,3
Douglas County,Mining,21,2011-01-01,27504,4
Douglas County,Mining,21,2012-01-01,4809,3
Douglas County,Mining,21,2013-01-01,36539,3
Douglas County,Mining,21,2014-01-01,147511,3
Douglas County,Mining,21,2015-01-01,43896,4
Douglas County,Mining,21,2016-01-01,45836,4
Douglas County,Other Private,81,2005-01-01,6408977,219
Douglas County,Other Private,81,2006-01-01,6705076,223
Douglas County,Other Private,81,2007-01-01,8138903,251
Douglas County,Other Private,81,2008-01-01,6758802,300
Douglas County,Other Private,81,2009-01-01,7212713,348
Douglas County,Other Private,81,2010-01-01,7535581,305
Douglas County,Other Private,81,2011-01-01,9896332,330
Douglas County,Other Private,81,2012-01-01,9556314,347
Douglas County,Other Private,81,2013-01-01,14413257,359
Douglas County,Other Private,81,2014-01-01,11812590,393
Douglas County,Other Private,81,2015-01-01,11841450,387
Douglas County,Other Private,81,2016-01-01,12599336,392
Douglas County,Retail Trade,44,2005-01-01,93845681,545
Douglas County,Retail Trade,44,2006-01-01,102652333,590
Douglas County,Retail Trade,44,2007-01-01,109158089,650
Douglas County,Retail Trade,44,2008-01-01,108679257,1077
Douglas County,Retail Trade,44,2009-01-01,105069642,1307
Douglas County,Retail Trade,44,2010-01-01,102493703,1291
Douglas County,Retail Trade,44,2011-01-01,133572781,1331
Douglas County,Retail Trade,44,2012-01-01,136433557,1449
Douglas County,Retail Trade,44,2013-01-01,165081311,1559
Douglas County,Retail Trade,44,2014-01-01,174988987,1657
Douglas County,Retail Trade,44,2015-01-01,211102391,1942
Douglas County,Retail Trade,44,2016-01-01,230117213,2327
Douglas County,Retail Trade,45,2005-01-01,106461478,911
Douglas County,Retail Trade,45,2006-01-01,115938855,1028
Douglas County,Retail Trade,45,2007-01-01,125803178,1128
Douglas County,Retail Trade,45,2008-01-01,127929646,1622
Douglas County,Retail Trade,45,2009-01-01,132283155,1993
Douglas County,Retail Trade,45,2010-01-01,136393809,1960
Douglas County,Retail Trade,45,2011-01-01,139735708,2156
Douglas County,Retail Trade,45,2012-01-01,143654617,2243
Douglas County,Retail Trade,45,2013-01-01,158992633,2391
Douglas County,Retail Trade,45,2014-01-01,171664608,2582
Douglas County,Retail Trade,45,2015-01-01,188538254,2867
Douglas County,Retail Trade,45,2016-01-01,200341434,3219
Douglas County,Services,54,2005-01-01,1666360,181
Douglas County,Services,54,2006-01-01,1682125,234
Douglas County,Services,54,2007-01-01,2763956,255
Douglas County,Services,54,2008-01-01,30798350,343
Douglas County,Services,54,2009-01-01,7955435,410
Douglas County,Services,54,2010-01-01,31329077,429
Douglas County,Services,54,2011-01-01,19103614,443
Douglas County,Services,54,2012-01-01,52529145,479
Douglas County,Services,54,2013-01-01,42875638,492
Douglas County,Services,54,2014-01-01,62773649,531
Douglas County,Services,54,2015-01-01,52915899,578
Douglas County,Services,54,2016-01-01,83149483,652
Douglas County,Services,55,2005-01-01,0,0
Douglas County,Services,55,2006-01-01,0,0
Douglas County,Services,55,2007-01-01,7557,4
Douglas County,Services,55,2008-01-01,6240,5
Douglas County,Services,55,2009-01-01,3806,3
Douglas County,Services,55,2010-01-01,0,0
Douglas County,Services,55,2012-01-01,0,0
Douglas County,Services,55,2014-01-01,0,0
Douglas County,Services,55,2015-01-01,0,0
Douglas County,Services,55,2016-01-01,0,0
Douglas County,Utilities,22,2005-01-01,358284,6
Douglas County,Utilities,22,2006-01-01,539097,7
Douglas County,Utilities,22,2007-01-01,826480,7
Douglas County,Utilities,22,2008-01-01,836840,7
Douglas County,Utilities,22,2009-01-01,305952,9
Douglas County,Utilities,22,2010-01-01,229962,10
Douglas County,Utilities,22,2011-01-01,433469,11
Douglas County,Utilities,22,2012-01-01,51741,3
Douglas County,Utilities,22,2013-01-01,42258,4
Douglas County,Utilities,22,2014-01-01,208497,8
Douglas County,Utilities,22,2015-01-01,668291,12
Douglas County,Utilities,22,2016-01-01,585522,19
Douglas County,Wholesale Trade,42,2005-01-01,35376221,892
Douglas County,Wholesale Trade,42,2006-01-01,49381658,955
Douglas County,Wholesale Trade,42,2007-01-01,55250614,1069
Douglas County,Wholesale Trade,42,2008-01-01,71937652,1459
Douglas County,Wholesale Trade,42,2009-01-01,58511221,1729
Douglas County,Wholesale Trade,42,2010-01-01,60674853,1643
Douglas County,Wholesale Trade,42,2011-01-01,56047494,1805
Douglas County,Wholesale Trade,42,2012-01-01,57905268,1899
Douglas County,Wholesale Trade,42,2013-01-01,88600951,2035
Douglas County,Wholesale Trade,42,2014-01-01,126784922,2111
Douglas County,Wholesale Trade,42,2015-01-01,109148393,2146
Douglas County,Wholesale Trade,42,2016-01-01,72509641,2279
Ferry County,Admin Support,56,2005-01-01,570229,60
Ferry County,Admin Support,56,2006-01-01,386596,70
Ferry County,Admin Support,56,2007-01-01,341132,65
Ferry County,Admin Support,56,2008-01-01,698619,90
Ferry County,Admin Support,56,2009-01-01,440003,96
Ferry County,Admin Support,56,2010-01-01,456799,108
Ferry County,Admin Support,56,2011-01-01,535589,108
Ferry County,Admin Support,56,2012-01-01,423284,119
Ferry County,Admin Support,56,2013-01-01,363664,102
Ferry County,Admin Support,56,2014-01-01,304725,103
Ferry County,Admin Support,56,2015-01-01,237495,95
Ferry County,Admin Support,56,2016-01-01,220148,94
Ferry County,Ag. and Forestry,11,2005-01-01,63950,6
Ferry County,Ag. and Forestry,11,2006-01-01,110929,5
Ferry County,Ag. and Forestry,11,2007-01-01,91064,6
Ferry County,Ag. and Forestry,11,2008-01-01,86054,11
Ferry County,Ag. and Forestry,11,2009-01-01,201494,15
Ferry County,Ag. and Forestry,11,2010-01-01,457902,17
Ferry County,Ag. and Forestry,11,2011-01-01,232542,17
Ferry County,Ag. and Forestry,11,2012-01-01,202985,12
Ferry County,Ag. and Forestry,11,2013-01-01,343017,15
Ferry County,Ag. and Forestry,11,2014-01-01,239050,17
Ferry County,Ag. and Forestry,11,2015-01-01,201672,13
Ferry County,Ag. and Forestry,11,2016-01-01,207681,16
Ferry County,Arts and Entertainment,71,2005-01-01,111121,9
Ferry County,Arts and Entertainment,71,2006-01-01,125100,13
Ferry County,Arts and Entertainment,71,2007-01-01,167816,9
Ferry County,Arts and Entertainment,71,2008-01-01,94543,8
Ferry County,Arts and Entertainment,71,2009-01-01,83342,8
Ferry County,Arts and Entertainment,71,2010-01-01,336020,9
Ferry County,Arts and Entertainment,71,2011-01-01,325731,17
Ferry County,Arts and Entertainment,71,2012-01-01,158568,16
Ferry County,Arts and Entertainment,71,2013-01-01,156497,18
Ferry County,Arts and Entertainment,71,2014-01-01,176283,15
Ferry County,Arts and Entertainment,71,2015-01-01,164804,24
Ferry County,Arts and Entertainment,71,2016-01-01,187235,20
Ferry County,Construction,23,2005-01-01,6677988,178
Ferry County,Construction,23,2006-01-01,9825109,188
Ferry County,Construction,23,2007-01-01,10022669,212
Ferry County,Construction,23,2008-01-01,10814561,223
Ferry County,Construction,23,2009-01-01,9805703,239
Ferry County,Construction,23,2010-01-01,12075941,227
Ferry County,Construction,23,2011-01-01,10145173,222
Ferry County,Construction,23,2012-01-01,23592630,247
Ferry County,Construction,23,2013-01-01,9152709,247
Ferry County,Construction,23,2014-01-01,6452233,244
Ferry County,Construction,23,2015-01-01,8579409,221
Ferry County,Construction,23,2016-01-01,10114620,226
Ferry County,Distribution,48,2005-01-01,1152,3
Ferry County,Distribution,48,2006-01-01,0,0
Ferry County,Distribution,48,2008-01-01,11190,4
Ferry County,Distribution,48,2009-01-01,7142,3
Ferry County,Distribution,48,2010-01-01,11179,4
Ferry County,Distribution,48,2011-01-01,1250,4
Ferry County,Distribution,48,2012-01-01,0,0
Ferry County,Distribution,48,2013-01-01,0,0
Ferry County,Distribution,48,2014-01-01,0,0
Ferry County,Distribution,48,2015-01-01,0,0
Ferry County,Distribution,48,2016-01-01,0,0
Ferry County,Distribution,49,2005-01-01,0,0
Ferry County,Distribution,49,2006-01-01,0,0
Ferry County,Distribution,49,2008-01-01,0,0
Ferry County,Distribution,49,2010-01-01,0,0
Ferry County,Distribution,49,2011-01-01,0,0
Ferry County,Distribution,49,2012-01-01,0,0
Ferry County,Distribution,49,2013-01-01,0,0
Ferry County,Distribution,49,2014-01-01,0,0
Ferry County,Distribution,49,2015-01-01,0,0
Ferry County,Distribution,49,2016-01-01,0,0
Ferry County,Education,61,2005-01-01,1891,8
Ferry County,Education,61,2006-01-01,1617,8
Ferry County,Education,61,2007-01-01,7097,9
Ferry County,Education,61,2008-01-01,27192,21
Ferry County,Education,61,2009-01-01,36926,29
Ferry County,Education,61,2010-01-01,53353,35
Ferry County,Education,61,2011-01-01,21183,38
Ferry County,Education,61,2012-01-01,18208,35
Ferry County,Education,61,2013-01-01,23959,38
Ferry County,Education,61,2014-01-01,37536,44
Ferry County,Education,61,2015-01-01,31966,44
Ferry County,Education,61,2016-01-01,37890,43
Ferry County,FIRE,52,2005-01-01,170309,20
Ferry County,FIRE,52,2006-01-01,105003,21
Ferry County,FIRE,52,2007-01-01,84535,19
Ferry County,FIRE,52,2008-01-01,136148,24
Ferry County,FIRE,52,2009-01-01,79187,27
Ferry County,FIRE,52,2010-01-01,91725,31
Ferry County,FIRE,52,2011-01-01,75713,31
Ferry County,FIRE,52,2012-01-01,103858,46
Ferry County,FIRE,52,2013-01-01,129739,41
Ferry County,FIRE,52,2014-01-01,142458,46
Ferry County,FIRE,52,2015-01-01,119900,53
Ferry County,FIRE,52,2016-01-01,179359,60
Ferry County,FIRE,53,2005-01-01,666863,47
Ferry County,FIRE,53,2006-01-01,846437,55
Ferry County,FIRE,53,2007-01-01,905893,48
Ferry County,FIRE,53,2008-01-01,1166100,58
Ferry County,FIRE,53,2009-01-01,648927,67
Ferry County,FIRE,53,2010-01-01,1054874,60
Ferry County,FIRE,53,2011-01-01,1235573,67
Ferry County,FIRE,53,2012-01-01,1441465,78
Ferry County,FIRE,53,2013-01-01,970404,72
Ferry County,FIRE,53,2014-01-01,791834,78
Ferry County,FIRE,53,2015-01-01,988635,78
Ferry County,FIRE,53,2016-01-01,947907,78
Ferry County,Government,92,2005-01-01,0,0
Ferry County,Government,92,2006-01-01,0,0
Ferry County,Government,92,2007-01-01,0,0
Ferry County,Government,92,2008-01-01,19564,3
Ferry County,Government,92,2009-01-01,16017,3
Ferry County,Government,92,2010-01-01,0,0
Ferry County,Government,92,2011-01-01,12113,3
Ferry County,Government,92,2012-01-01,5200,5
Ferry County,Government,92,2013-01-01,2466,4
Ferry County,Government,92,2014-01-01,19293,7
Ferry County,Government,92,2015-01-01,734,3
Ferry County,Government,92,2016-01-01,7412,4
Ferry County,Health Care,62,2005-01-01,63358,7
Ferry County,Health Care,62,2006-01-01,62256,8
Ferry County,Health Care,62,2007-01-01,58227,7
Ferry County,Health Care,62,2008-01-01,60588,11
Ferry County,Health Care,62,2009-01-01,61496,14
Ferry County,Health Care,62,2010-01-01,142162,22
Ferry County,Health Care,62,2011-01-01,161907,16
Ferry County,Health Care,62,2012-01-01,169281,21
Ferry County,Health Care,62,2013-01-01,79698,16
Ferry County,Health Care,62,2014-01-01,76691,19
Ferry County,Health Care,62,2015-01-01,79840,19
Ferry County,Health Care,62,2016-01-01,62640,18
Ferry County,Hospitality,72,2005-01-01,4824550,34
Ferry County,Hospitality,72,2006-01-01,4986389,33
Ferry County,Hospitality,72,2007-01-01,4486923,32
Ferry County,Hospitality,72,2008-01-01,4146646,31
Ferry County,Hospitality,72,2009-01-01,4145486,32
Ferry County,Hospitality,72,2010-01-01,4072585,32
Ferry County,Hospitality,72,2011-01-01,4183377,37
Ferry County,Hospitality,72,2012-01-01,4630275,42
Ferry County,Hospitality,72,2013-01-01,4343050,39
Ferry County,Hospitality,72,2014-01-01,4414202,43
Ferry County,Hospitality,72,2015-01-01,4693769,39
Ferry County,Hospitality,72,2016-01-01,5043533,42
Ferry County,Information,51,2005-01-01,2410830,151
Ferry County,Information,51,2006-01-01,2456805,171
Ferry County,Information,51,2007-01-01,2254783,161
Ferry County,Information,51,2008-01-01,2406703,189
Ferry County,Information,51,2009-01-01,2843552,197
Ferry County,Information,51,2010-01-01,3221325,206
Ferry County,Information,51,2011-01-01,3261644,217
Ferry County,Information,51,2012-01-01,3364890,224
Ferry County,Information,51,2013-01-01,3717409,240
Ferry County,Information,51,2014-01-01,3921158,234
Ferry County,Information,51,2015-01-01,4366018,234
Ferry County,Information,51,2016-01-01,4318526,250
Ferry County,Manufacturing,31,2005-01-01,29939,6
Ferry County,Manufacturing,31,2006-01-01,24789,12
Ferry County,Manufacturing,31,2007-01-01,15986,12
Ferry County,Manufacturing,31,2008-01-01,36884,20
Ferry County,Manufacturing,31,2009-01-01,89290,29
Ferry County,Manufacturing,31,2010-01-01,123221,37
Ferry County,Manufacturing,31,2011-01-01,237676,30
Ferry County,Manufacturing,31,2012-01-01,336066,26
Ferry County,Manufacturing,31,2013-01-01,345491,37
Ferry County,Manufacturing,31,2014-01-01,330672,37
Ferry County,Manufacturing,31,2015-01-01,332991,30
Ferry County,Manufacturing,31,2016-01-01,341537,43
Ferry County,Manufacturing,32,2005-01-01,339885,27
Ferry County,Manufacturing,32,2006-01-01,399323,19
Ferry County,Manufacturing,32,2007-01-01,463000,29
Ferry County,Manufacturing,32,2008-01-01,568370,51
Ferry County,Manufacturing,32,2009-01-01,402087,56
Ferry County,Manufacturing,32,2010-01-01,1231566,52
Ferry County,Manufacturing,32,2011-01-01,770177,58
Ferry County,Manufacturing,32,2012-01-01,633669,59
Ferry County,Manufacturing,32,2013-01-01,406516,63
Ferry County,Manufacturing,32,2014-01-01,454934,74
Ferry County,Manufacturing,32,2015-01-01,406872,73
Ferry County,Manufacturing,32,2016-01-01,656140,68
Ferry County,Manufacturing,33,2005-01-01,107620,21
Ferry County,Manufacturing,33,2006-01-01,172830,21
Ferry County,Manufacturing,33,2007-01-01,253674,25
Ferry County,Manufacturing,33,2008-01-01,426200,66
Ferry County,Manufacturing,33,2009-01-01,645449,88
Ferry County,Manufacturing,33,2010-01-01,543456,95
Ferry County,Manufacturing,33,2011-01-01,1143342,87
Ferry County,Manufacturing,33,2012-01-01,556471,94
Ferry County,Manufacturing,33,2013-01-01,348337,92
Ferry County,Manufacturing,33,2014-01-01,216345,84
Ferry County,Manufacturing,33,2015-01-01,380696,92
Ferry County,Manufacturing,33,2016-01-01,164687,91
Ferry County,Mining,21,2005-01-01,0,0
Ferry County,Mining,21,2006-01-01,0,0
Ferry County,Mining,21,2007-01-01,0,0
Ferry County,Mining,21,2008-01-01,571254,7
Ferry County,Mining,21,2009-01-01,1744047,8
Ferry County,Mining,21,2010-01-01,600542,5
Ferry County,Mining,21,2011-01-01,2671079,8
Ferry County,Mining,21,2012-01-01,1527112,9
Ferry County,Mining,21,2013-01-01,122624,3
Ferry County,Mining,21,2014-01-01,49177,3
Ferry County,Mining,21,2015-01-01,0,0
Ferry County,Mining,21,2016-01-01,0,0
Ferry County,Other Private,81,2005-01-01,1130902,58
Ferry County,Other Private,81,2006-01-01,1345029,65
Ferry County,Other Private,81,2007-01-01,1272325,75
Ferry County,Other Private,81,2008-01-01,1679804,88
Ferry County,Other Private,81,2009-01-01,1626005,110
Ferry County,Other Private,81,2010-01-01,1454455,90
Ferry County,Other Private,81,2011-01-01,1847553,96
Ferry County,Other Private,81,2012-01-01,1737489,106
Ferry County,Other Private,81,2013-01-01,1425618,118
Ferry County,Other Private,81,2014-01-01,1807002,96
Ferry County,Other Private,81,2015-01-01,1917418,112
Ferry County,Other Private,81,2016-01-01,1707696,115
Ferry County,Retail Trade,44,2005-01-01,9212871,190
Ferry County,Retail Trade,44,2006-01-01,9130570,209
Ferry County,Retail Trade,44,2007-01-01,10067918,236
Ferry County,Retail Trade,44,2008-01-01,11801926,375
Ferry County,Retail Trade,44,2009-01-01,14204463,473
Ferry County,Retail Trade,44,2010-01-01,13340640,496
Ferry County,Retail Trade,44,2011-01-01,14169207,514
Ferry County,Retail Trade,44,2012-01-01,14763141,561
Ferry County,Retail Trade,44,2013-01-01,14840275,570
Ferry County,Retail Trade,44,2014-01-01,14686006,610
Ferry County,Retail Trade,44,2015-01-01,14382015,654
Ferry County,Retail Trade,44,2016-01-01,15716039,803
Ferry County,Retail Trade,45,2005-01-01,3014420,342
Ferry County,Retail Trade,45,2006-01-01,2470496,370
Ferry County,Retail Trade,45,2007-01-01,2699375,435
Ferry County,Retail Trade,45,2008-01-01,3573715,604
Ferry County,Retail Trade,45,2009-01-01,3755839,722
Ferry County,Retail Trade,45,2010-01-01,4714626,803
Ferry County,Retail Trade,45,2011-01-01,5190883,851
Ferry County,Retail Trade,45,2012-01-01,5232251,900
Ferry County,Retail Trade,45,2013-01-01,4725160,917
Ferry County,Retail Trade,45,2014-01-01,5372769,966
Ferry County,Retail Trade,45,2015-01-01,5369203,1075
Ferry County,Retail Trade,45,2016-01-01,5049096,1181
Ferry County,Services,54,2005-01-01,152693,55
Ferry County,Services,54,2006-01-01,325821,71
Ferry County,Services,54,2007-01-01,204210,78
Ferry County,Services,54,2008-01-01,308745,107
Ferry County,Services,54,2009-01-01,634690,117
Ferry County,Services,54,2010-01-01,386746,135
Ferry County,Services,54,2011-01-01,368033,142
Ferry County,Services,54,2012-01-01,609974,137
Ferry County,Services,54,2013-01-01,483549,145
Ferry County,Services,54,2014-01-01,503718,161
